As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive Old,Netflix Release Date,Days In Top 10,Viewership Score,Netflix Exclusive,Streak,Rank Last Week
14/11/21,9,6,4,You,TV Show,,"Dec 26, 2018",30,257,No,6,4
15/11/21,6,10,-,Animal,TV Show,Yes,"Nov 10, 2021",2,6,Yes,10,NA
15/11/21,9,5,9,Arcane,TV Show,Yes,"Nov 6, 2021",3,10,Yes,5,9
15/11/21,3,3,3,Big Mouth,TV Show,Yes,"Sep 29, 2017",23,178,Yes,3,3
15/11/21,10,-,-,Cocomelon,TV Show,,"Jun 1, 2020",379,1328,No,-1,NA
15/11/21,2,2,1,Love Hard,Movie,Yes,"Nov 5, 2021",10,95,Yes,2,1
15/11/21,4,6,4,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",10,67,Yes,6,4
15/11/21,1,1,-,Red Notice,Movie,Yes,"Nov 12, 2021",3,30,Yes,1,NA
15/11/21,8,8,6,Squid Game,TV Show,Yes,"Sep 17, 2021",57,476,Yes,8,6
15/11/21,5,4,2,The Harder They Fall,Movie,Yes,"Nov 3, 2021",12,95,Yes,4,2
15/11/21,7,9,5,You,TV Show,,"Dec 26, 2018",31,261,No,9,5
16/11/21,5,3,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",24,184,Yes,3,2
16/11/21,8,10,8,Cocomelon,TV Show,,"Jun 1, 2020",380,1331,No,10,8
16/11/21,3,2,1,Love Hard,Movie,Yes,"Nov 5, 2021",11,103,Yes,2,1
16/11/21,7,-,10,Maid,TV Show,Yes,"Oct 1, 2021",41,281,Yes,-1,10
16/11/21,2,4,4,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",11,76,Yes,4,4
16/11/21,1,1,-,Red Notice,Movie,Yes,"Nov 12, 2021",4,40,Yes,1,NA
16/11/21,6,8,7,Squid Game,TV Show,Yes,"Sep 17, 2021",58,481,Yes,8,7
16/11/21,9,5,3,The Harder They Fall,Movie,Yes,"Nov 3, 2021",13,97,Yes,5,3
16/11/21,10,-,-,The Thundermans,TV Show,,"Nov 1, 2021",3,4,No,-1,NA
16/11/21,4,7,5,You,TV Show,,"Dec 26, 2018",32,268,No,7,5
17/11/21,4,-,-,American Pie: Reunion,Movie,,"Nov 16, 2021",1,7,No,-1,NA
17/11/21,9,5,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",25,186,Yes,5,2
17/11/21,8,8,8,Cocomelon,TV Show,,"Jun 1, 2020",381,1334,No,8,8
17/11/21,5,3,1,Love Hard,Movie,Yes,"Nov 5, 2021",12,109,Yes,3,1
17/11/21,6,7,9,Maid,TV Show,Yes,"Oct 1, 2021",42,286,Yes,7,9
17/11/21,2,2,3,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",12,85,Yes,2,3
17/11/21,1,1,-,Red Notice,Movie,Yes,"Nov 12, 2021",5,50,Yes,1,NA
17/11/21,7,6,6,Squid Game,TV Show,Yes,"Sep 17, 2021",59,485,Yes,6,6
17/11/21,10,9,4,The Harder They Fall,Movie,Yes,"Nov 3, 2021",14,98,Yes,9,4
17/11/21,3,4,5,You,TV Show,,"Dec 26, 2018",33,276,No,4,5
18/11/21,10,9,2,Big Mouth,TV Show,Yes,"Sep 29, 2017",26,187,Yes,9,2
18/11/21,7,8,7,Cocomelon,TV Show,,"Jun 1, 2020",382,1338,No,8,7
18/11/21,9,5,1,Love Hard,Movie,Yes,"Nov 5, 2021",13,111,Yes,5,1
18/11/21,5,6,9,Maid,TV Show,Yes,"Oct 1, 2021",43,292,Yes,6,9
18/11/21,3,2,3,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",13,93,Yes,2,3
18/11/21,1,1,-,Red Notice,Movie,Yes,"Nov 12, 2021",6,60,Yes,1,NA
18/11/21,8,7,6,Squid Game,TV Show,Yes,"Sep 17, 2021",60,488,Yes,7,6
18/11/21,6,-,-,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",1,5,Yes,-1,NA
18/11/21,2,-,-,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",36,310,Yes,-1,NA
18/11/21,4,3,5,You,TV Show,,"Dec 26, 2018",34,283,No,3,5
19/11/21,9,-,-,American Pie: Reunion,Movie,,"Nov 16, 2021",2,9,No,-1,NA
19/11/21,8,7,8,Cocomelon,TV Show,,"Jun 1, 2020",383,1341,No,7,8
19/11/21,7,5,10,Maid,TV Show,Yes,"Oct 1, 2021",44,296,Yes,5,10
19/11/21,5,3,3,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",14,99,Yes,3,3
19/11/21,2,1,-,Red Notice,Movie,Yes,"Nov 12, 2021",7,69,Yes,1,NA
19/11/21,10,8,6,Squid Game,TV Show,Yes,"Sep 17, 2021",61,489,Yes,8,6
19/11/21,3,-,-,The Princess Switch 3: Roma…,Movie,Yes,"Nov 18, 2021",2,15,Yes,-1,NA
19/11/21,4,6,-,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",2,12,Yes,6,NA
19/11/21,1,2,-,"Tiger King: Murder, Mayhem …",TV Show,Yes,"Mar 20, 2020",37,320,Yes,2,NA
19/11/21,6,4,5,You,TV Show,,"Dec 26, 2018",35,288,No,4,5
20/11/21,9,8,9,Cocomelon,TV Show,,"Jun 1, 2020",384,1343,No,8,9
20/11/21,3,-,-,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",1,8,Yes,-1,NA
20/11/21,4,-,-,Hellbound,TV Show,Yes,"Nov 19, 2021",1,7,Yes,-1,NA
20/11/21,10,7,-,Maid,TV Show,Yes,"Oct 1, 2021",45,297,Yes,7,NA
20/11/21,8,5,4,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",15,102,Yes,5,4
20/11/21,1,2,1,Red Notice,Movie,Yes,"Nov 12, 2021",8,79,Yes,2,1
20/11/21,7,-,5,The Great British Baking Show,TV Show,,"Oct 3, 2015",23,83,No,-1,5
20/11/21,6,3,-,The Princess Switch 3: Roma…,Movie,Yes,"Nov 18, 2021",3,20,Yes,3,NA
20/11/21,5,4,-,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",3,18,Yes,4,NA
20/11/21,2,1,-,Tiger King,TV Show,Yes,"Mar 20, 2020",38,329,Yes,1,NA
21/11/21,5,-,5,Arcane,TV Show,Yes,"Nov 6, 2021",4,16,Yes,-1,5
21/11/21,3,3,-,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",2,16,Yes,3,NA
21/11/21,4,4,-,Hellbound,TV Show,Yes,"Nov 19, 2021",2,14,Yes,4,NA
21/11/21,8,10,-,Maid,TV Show,Yes,"Oct 1, 2021",46,300,Yes,10,NA
21/11/21,9,8,6,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",16,104,Yes,8,6
21/11/21,1,1,1,Red Notice,Movie,Yes,"Nov 12, 2021",9,89,Yes,1,1
21/11/21,10,-,8,Squid Game,TV Show,Yes,"Sep 17, 2021",62,490,Yes,-1,8
21/11/21,7,6,-,The Princess Switch 3: Roma…,Movie,Yes,"Nov 18, 2021",4,24,Yes,6,NA
21/11/21,6,5,-,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",4,23,Yes,5,NA
21/11/21,2,2,-,Tiger King,TV Show,Yes,"Mar 20, 2020",39,338,Yes,2,NA
22/11/21,6,5,9,Arcane,TV Show,Yes,"Nov 6, 2021",5,21,Yes,5,9
22/11/21,2,3,-,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",3,25,Yes,3,NA
22/11/21,4,4,-,Hellbound,TV Show,Yes,"Nov 19, 2021",3,21,Yes,4,NA
22/11/21,7,8,-,Maid,TV Show,Yes,"Oct 1, 2021",47,304,Yes,8,NA
22/11/21,9,9,4,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",17,106,Yes,9,4
22/11/21,1,1,1,Red Notice,Movie,Yes,"Nov 12, 2021",10,99,Yes,1,1
22/11/21,10,10,8,Squid Game,TV Show,Yes,"Sep 17, 2021",63,491,Yes,10,8
22/11/21,8,7,-,The Princess Switch 3: Roma…,Movie,Yes,"Nov 18, 2021",5,27,Yes,7,NA
22/11/21,5,6,-,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",5,29,Yes,6,NA
22/11/21,3,2,-,Tiger King,TV Show,Yes,"Mar 20, 2020",40,346,Yes,2,NA
23/11/21,6,6,-,Arcane,TV Show,Yes,"Nov 6, 2021",6,26,Yes,6,NA
23/11/21,9,-,8,Cocomelon,TV Show,,"Jun 1, 2020",385,1345,No,-1,8
23/11/21,1,2,-,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",4,35,Yes,2,NA
23/11/21,4,4,-,Hellbound,TV Show,Yes,"Nov 19, 2021",4,28,Yes,4,NA
23/11/21,7,-,-,Here Comes the Boom,Movie,,"Nov 20, 2021",1,4,No,-1,NA
23/11/21,8,7,7,Maid,TV Show,Yes,"Oct 1, 2021",48,307,Yes,7,7
23/11/21,10,9,2,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",18,107,Yes,9,2
23/11/21,2,1,1,Red Notice,Movie,Yes,"Nov 12, 2021",11,108,Yes,1,1
23/11/21,5,5,-,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",6,35,Yes,5,NA
23/11/21,3,3,-,Tiger King,TV Show,Yes,"Mar 20, 2020",41,354,Yes,3,NA
24/11/21,10,6,-,Arcane,TV Show,Yes,"Nov 6, 2021",7,27,Yes,6,NA
24/11/21,7,9,8,Cocomelon,TV Show,,"Jun 1, 2020",386,1349,No,9,8
24/11/21,1,1,-,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",5,45,Yes,1,NA
24/11/21,5,4,-,Hellbound,TV Show,Yes,"Nov 19, 2021",5,34,Yes,4,NA
24/11/21,6,7,-,Here Comes the Boom,Movie,,"Nov 20, 2021",2,9,No,7,NA
24/11/21,8,8,6,Maid,TV Show,Yes,"Oct 1, 2021",49,310,Yes,8,6
24/11/21,9,10,2,Narcos: Mexico,TV Show,Yes,"Nov 16, 2018",19,109,Yes,10,2
24/11/21,2,2,1,Red Notice,Movie,Yes,"Nov 12, 2021",12,117,Yes,2,1
24/11/21,3,5,-,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",7,43,Yes,5,NA
24/11/21,4,3,-,Tiger King,TV Show,Yes,"Mar 20, 2020",42,361,Yes,3,NA
25/11/21,9,-,-,A Boy Called Christmas,Movie,Yes,"Nov 24, 2021",1,2,Yes,-1,NA
25/11/21,2,-,-,Bruised,Movie,Yes,"Nov 24, 2021",1,9,Yes,-1,NA
25/11/21,10,7,7,Cocomelon,TV Show,,"Jun 1, 2020",387,1350,No,7,7
25/11/21,4,1,-,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",6,52,Yes,1,NA
25/11/21,8,5,-,Hellbound,TV Show,Yes,"Nov 19, 2021",6,37,Yes,5,NA
25/11/21,5,2,1,Red Notice,Movie,Yes,"Nov 12, 2021",13,123,Yes,2,1
25/11/21,3,-,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",8,31,Yes,-1,NA
25/11/21,6,3,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",8,48,Yes,3,6
25/11/21,7,4,2,Tiger King,TV Show,Yes,"Mar 20, 2020",43,365,Yes,4,2
25/11/21,1,-,-,True Story,TV Show,Yes,"Nov 24, 2021",1,10,Yes,-1,NA
26/11/21,6,9,-,A Boy Called Christmas,Movie,Yes,"Nov 24, 2021",2,7,Yes,9,NA
26/11/21,2,2,-,Bruised,Movie,Yes,"Nov 24, 2021",2,18,Yes,2,NA
26/11/21,5,4,-,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",7,58,Yes,4,NA
26/11/21,8,8,-,Hellbound,TV Show,Yes,"Nov 19, 2021",7,40,Yes,8,NA
26/11/21,3,5,2,Red Notice,Movie,Yes,"Nov 12, 2021",14,131,Yes,5,2
26/11/21,4,3,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",9,38,Yes,3,NA
26/11/21,10,-,10,Squid Game,TV Show,Yes,"Sep 17, 2021",64,492,Yes,-1,10
26/11/21,7,6,4,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",9,52,Yes,6,4
26/11/21,9,7,1,Tiger King,TV Show,Yes,"Mar 20, 2020",44,367,Yes,7,1
26/11/21,1,1,-,True Story,TV Show,Yes,"Nov 24, 2021",2,20,Yes,1,NA
27/11/21,8,6,-,A Boy Called Christmas,Movie,Yes,"Nov 24, 2021",3,10,Yes,6,NA
27/11/21,5,-,-,A Castle for Christmas,Movie,Yes,"Nov 26, 2021",1,6,Yes,-1,NA
27/11/21,2,2,-,Bruised,Movie,Yes,"Nov 24, 2021",3,27,Yes,2,NA
27/11/21,7,5,3,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",8,62,Yes,5,3
27/11/21,4,3,1,Red Notice,Movie,Yes,"Nov 12, 2021",15,138,Yes,3,1
27/11/21,3,4,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",10,46,Yes,4,NA
27/11/21,10,10,-,Squid Game,TV Show,Yes,"Sep 17, 2021",65,493,Yes,10,NA
27/11/21,9,-,7,The Great British Baking Show,TV Show,,"Oct 3, 2015",24,85,No,-1,7
27/11/21,6,7,5,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",10,57,Yes,7,5
27/11/21,1,1,-,True Story,TV Show,Yes,"Nov 24, 2021",3,30,Yes,1,NA
28/11/21,7,8,-,A Boy Called Christmas,Movie,Yes,"Nov 24, 2021",4,14,Yes,8,NA
28/11/21,6,5,-,A Castle for Christmas,Movie,Yes,"Nov 26, 2021",2,11,Yes,5,NA
28/11/21,2,2,-,Bruised,Movie,Yes,"Nov 24, 2021",4,36,Yes,2,NA
28/11/21,8,7,3,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",9,65,Yes,7,3
28/11/21,4,4,1,Red Notice,Movie,Yes,"Nov 12, 2021",16,145,Yes,4,1
28/11/21,10,-,-,School of Chocolate,TV Show,Yes,"Nov 26, 2021",1,1,Yes,-1,NA
28/11/21,3,3,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",11,54,Yes,3,NA
28/11/21,9,10,10,Squid Game,TV Show,Yes,"Sep 17, 2021",66,495,Yes,10,10
28/11/21,5,6,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",11,63,Yes,6,6
28/11/21,1,1,-,True Story,TV Show,Yes,"Nov 24, 2021",4,40,Yes,1,NA
29/11/21,9,7,-,A Boy Called Christmas,Movie,Yes,"Nov 24, 2021",5,16,Yes,7,NA
29/11/21,5,6,-,A Castle for Christmas,Movie,Yes,"Nov 26, 2021",3,17,Yes,6,NA
29/11/21,2,2,-,Bruised,Movie,Yes,"Nov 24, 2021",5,45,Yes,2,NA
29/11/21,7,8,2,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",10,69,Yes,8,2
29/11/21,8,-,-,Elves,TV Show,Yes,"Nov 28, 2021",1,3,Yes,-1,NA
29/11/21,6,4,1,Red Notice,Movie,Yes,"Nov 12, 2021",17,150,Yes,4,1
29/11/21,10,10,-,School of Chocolate,TV Show,Yes,"Nov 26, 2021",2,2,Yes,10,NA
29/11/21,3,3,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",12,62,Yes,3,NA
29/11/21,4,5,5,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",12,70,Yes,5,5
29/11/21,1,1,-,True Story,TV Show,Yes,"Nov 24, 2021",5,50,Yes,1,NA
30/11/21,9,9,-,A Boy Called Christmas,Movie,Yes,"Nov 24, 2021",6,18,Yes,9,NA
30/11/21,5,5,-,A Castle for Christmas,Movie,Yes,"Nov 26, 2021",4,23,Yes,5,NA
30/11/21,4,2,-,Bruised,Movie,Yes,"Nov 24, 2021",6,52,Yes,2,NA
30/11/21,10,-,9,Cocomelon,TV Show,,"Jun 1, 2020",388,1351,No,-1,9
30/11/21,7,7,1,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",11,73,Yes,7,1
30/11/21,8,6,2,Red Notice,Movie,Yes,"Nov 12, 2021",18,153,Yes,6,2
30/11/21,6,10,-,School of Chocolate,TV Show,Yes,"Nov 26, 2021",3,7,Yes,10,NA
30/11/21,2,3,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",13,71,Yes,3,NA
30/11/21,3,4,5,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",13,78,Yes,4,5
30/11/21,1,1,-,True Story,TV Show,Yes,"Nov 24, 2021",6,60,Yes,1,NA
01/12/21,10,9,-,A Boy Called Christmas,Movie,Yes,"Nov 24, 2021",7,19,Yes,9,NA
01/12/21,6,5,-,A Castle for Christmas,Movie,Yes,"Nov 26, 2021",5,28,Yes,5,NA
01/12/21,4,4,-,Bruised,Movie,Yes,"Nov 24, 2021",7,59,Yes,4,NA
01/12/21,9,10,7,Cocomelon,TV Show,,"Jun 1, 2020",389,1353,No,10,7
01/12/21,7,7,1,Cowboy Bebop,TV Show,Yes,"Nov 19, 2021",12,77,Yes,7,1
01/12/21,8,8,2,Red Notice,Movie,Yes,"Nov 12, 2021",19,156,Yes,8,2
01/12/21,5,6,-,School of Chocolate,TV Show,Yes,"Nov 26, 2021",4,13,Yes,6,NA
01/12/21,3,2,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",14,79,Yes,2,NA
01/12/21,2,3,3,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",14,87,Yes,3,3
01/12/21,1,1,-,True Story,TV Show,Yes,"Nov 24, 2021",7,70,Yes,1,NA
02/12/21,10,6,-,A Castle for Christmas,Movie,Yes,"Nov 26, 2021",6,29,Yes,6,NA
02/12/21,9,4,2,Bruised,Movie,Yes,"Nov 24, 2021",8,61,Yes,4,2
02/12/21,6,-,-,Jojoâs Bizarre Adventure,TV Show,,"Mar 8, 2019",1,5,No,-1,NA
02/12/21,7,-,-,Life,Movie,,"Dec 1, 2021",1,4,No,-1,NA
02/12/21,1,-,-,Lost in Space,TV Show,Yes,"Apr 13, 2018",1,10,Yes,-1,NA
02/12/21,8,5,-,School of Chocolate,TV Show,Yes,"Nov 26, 2021",5,16,Yes,5,NA
02/12/21,5,3,3,Selling Sunset,TV Show,Yes,"Mar 22, 2019",15,85,Yes,3,3
02/12/21,3,-,-,The Power of the Dog,Movie,Yes,"Dec 1, 2021",1,8,Yes,-1,NA
02/12/21,4,2,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",15,94,Yes,2,6
02/12/21,2,1,1,True Story,TV Show,Yes,"Nov 24, 2021",8,79,Yes,1,1
03/12/21,10,10,-,A Castle for Christmas,Movie,Yes,"Nov 26, 2021",7,30,Yes,10,NA
03/12/21,8,-,-,Cocomelon,TV Show,,"Jun 1, 2020",390,1356,No,-1,NA
03/12/21,6,7,-,Life,Movie,,"Dec 1, 2021",2,9,No,7,NA
03/12/21,1,1,-,Lost in Space,TV Show,Yes,"Apr 13, 2018",2,20,Yes,1,NA
03/12/21,9,8,-,School of Chocolate,TV Show,Yes,"Nov 26, 2021",6,18,Yes,8,NA
03/12/21,5,5,4,Selling Sunset,TV Show,Yes,"Mar 22, 2019",16,91,Yes,5,4
03/12/21,7,-,-,Single all the Way,Movie,Yes,"Dec 2, 2021",1,4,Yes,-1,NA
03/12/21,3,3,-,The Power of the Dog,Movie,Yes,"Dec 1, 2021",2,16,Yes,3,NA
03/12/21,4,4,7,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",16,101,Yes,4,7
03/12/21,2,2,1,True Story,TV Show,Yes,"Nov 24, 2021",9,88,Yes,2,1
04/12/21,9,8,-,Cocomelon,TV Show,,"Jun 1, 2020",391,1358,No,8,NA
04/12/21,5,-,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",25,153,Yes,-1,NA
04/12/21,8,6,-,Life,Movie,,"Dec 1, 2021",3,12,No,6,NA
04/12/21,2,1,-,Lost in Space,TV Show,Yes,"Apr 13, 2018",3,29,Yes,1,NA
04/12/21,1,-,-,Money Heist,TV Show,Yes,"Dec 20, 2017",26,155,Yes,-1,NA
04/12/21,7,5,3,Selling Sunset,TV Show,Yes,"Mar 22, 2019",17,95,Yes,5,3
04/12/21,10,7,-,Single all the Way,Movie,Yes,"Dec 2, 2021",2,5,Yes,7,NA
04/12/21,3,3,-,The Power of the Dog,Movie,Yes,"Dec 1, 2021",3,24,Yes,3,NA
04/12/21,6,4,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",17,106,Yes,4,6
04/12/21,4,2,1,True Story,TV Show,Yes,"Nov 24, 2021",10,95,Yes,2,1
05/12/21,5,5,-,Jurassic World: Camp Cretac…,TV Show,Yes,"Sep 18, 2020",26,159,Yes,5,NA
05/12/21,7,8,-,Life,Movie,,"Dec 1, 2021",4,16,No,8,NA
05/12/21,2,2,-,Lost in Space,TV Show,Yes,"Apr 13, 2018",4,38,Yes,2,NA
05/12/21,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",27,165,Yes,1,NA
05/12/21,9,-,4,Red Notice,Movie,Yes,"Nov 12, 2021",20,158,Yes,-1,4
05/12/21,10,7,3,Selling Sunset,TV Show,Yes,"Mar 22, 2019",18,96,Yes,7,3
05/12/21,8,10,-,Single All the Way,Movie,Yes,"Dec 2, 2021",3,8,Yes,10,NA
05/12/21,4,3,-,The Power of the Dog,Movie,Yes,"Dec 1, 2021",4,31,Yes,3,NA
05/12/21,6,6,5,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",18,111,Yes,6,5
05/12/21,3,4,1,True Story,TV Show,Yes,"Nov 24, 2021",11,103,Yes,4,1
06/12/21,6,5,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",27,164,Yes,5,NA
06/12/21,8,7,-,Life,Movie,,"Dec 1, 2021",5,19,No,7,NA
06/12/21,2,2,-,Lost in Space,TV Show,Yes,"Apr 13, 2018",5,47,Yes,2,NA
06/12/21,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",28,175,Yes,1,NA
06/12/21,10,9,6,Red Notice,Movie,Yes,"Nov 12, 2021",21,159,Yes,9,6
06/12/21,9,10,3,Selling Sunset,TV Show,Yes,"Mar 22, 2019",19,98,Yes,10,3
06/12/21,7,8,-,Single All the Way,Movie,Yes,"Dec 2, 2021",4,12,Yes,8,NA
06/12/21,5,4,-,The Power of the Dog,Movie,Yes,"Dec 1, 2021",5,37,Yes,4,NA
06/12/21,4,6,4,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",19,118,Yes,6,4
06/12/21,3,3,1,True Story,TV Show,Yes,"Nov 24, 2021",12,111,Yes,3,1
07/12/21,5,-,10,Cocomelon,TV Show,,"Jun 1, 2020",392,1364,No,-1,10
07/12/21,7,6,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",28,168,Yes,6,NA
07/12/21,9,8,-,Life,Movie,,"Dec 1, 2021",6,21,No,8,NA
07/12/21,2,2,-,Lost in Space,TV Show,Yes,"Apr 13, 2018",6,56,Yes,2,NA
07/12/21,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",29,185,Yes,1,NA
07/12/21,6,9,2,Selling Sunset,TV Show,Yes,"Mar 22, 2019",20,103,Yes,9,2
07/12/21,10,7,-,Single All the Way,Movie,Yes,"Dec 2, 2021",5,13,Yes,7,NA
07/12/21,8,5,-,The Power of the Dog,Movie,Yes,"Dec 1, 2021",6,40,Yes,5,NA
07/12/21,3,4,3,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",20,126,Yes,4,3
07/12/21,4,3,1,True Story,TV Show,Yes,"Nov 24, 2021",13,118,Yes,3,1
08/12/21,5,5,9,Cocomelon,TV Show,,"Jun 1, 2020",393,1370,No,5,9
08/12/21,10,-,-,Ink Master,TV Show,,"Sep 15, 2014",1,1,No,-1,NA
08/12/21,8,7,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",29,171,Yes,7,NA
08/12/21,9,9,-,Life,Movie,,"Dec 1, 2021",7,23,No,9,NA
08/12/21,2,2,-,Lost in Space,TV Show,Yes,"Apr 13, 2018",7,65,Yes,2,NA
08/12/21,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",30,195,Yes,1,NA
08/12/21,6,6,3,Selling Sunset,TV Show,Yes,"Mar 22, 2019",21,108,Yes,6,3
08/12/21,7,8,-,The Power of the Dog,Movie,Yes,"Dec 1, 2021",7,44,Yes,8,NA
08/12/21,3,3,2,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",21,134,Yes,3,2
08/12/21,4,4,1,True Story,TV Show,Yes,"Nov 24, 2021",14,125,Yes,4,1
09/12/21,5,5,-,Cocomelon,TV Show,,"Jun 1, 2020",394,1376,No,5,NA
09/12/21,8,10,-,Ink Master,TV Show,,"Sep 15, 2014",2,4,No,10,NA
09/12/21,9,8,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",30,173,Yes,8,NA
09/12/21,7,-,-,Law Abiding Citizen,Movie,,"Dec 16, 2018",1,4,No,-1,NA
09/12/21,2,2,1,Lost in Space,TV Show,Yes,"Apr 13, 2018",8,74,Yes,2,1
09/12/21,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",31,205,Yes,1,NA
09/12/21,6,6,5,Selling Sunset,TV Show,Yes,"Mar 22, 2019",22,113,Yes,6,5
09/12/21,10,7,3,The Power of the Dog,Movie,Yes,"Dec 1, 2021",8,45,Yes,7,3
09/12/21,3,3,4,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",22,142,Yes,3,4
09/12/21,4,4,2,True Story,TV Show,Yes,"Nov 24, 2021",15,132,Yes,4,2
10/12/21,5,5,8,Cocomelon,TV Show,,"Jun 1, 2020",395,1382,No,5,8
10/12/21,8,8,-,Ink Master,TV Show,,"Sep 15, 2014",3,7,No,8,NA
10/12/21,10,9,-,Jurassic World Camp Cretaceous,TV Show,Yes,"Sep 18, 2020",31,174,Yes,9,NA
10/12/21,7,7,-,Law Abiding Citizen,Movie,,"Dec 16, 2018",2,8,No,7,NA
10/12/21,2,2,1,Lost in Space,TV Show,Yes,"Apr 13, 2018",9,83,Yes,2,1
10/12/21,1,1,-,Money Heist,TV Show,Yes,"Dec 20, 2017",32,215,Yes,1,NA
10/12/21,4,-,-,Peter Rabbit 2,Movie,,"Dec 9, 2021",1,7,No,-1,NA
10/12/21,9,6,5,Selling Sunset,TV Show,Yes,"Mar 22, 2019",23,115,Yes,6,5
10/12/21,3,3,4,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",23,150,Yes,3,4
10/12/21,6,4,2,True Story,TV Show,Yes,"Nov 24, 2021",16,137,Yes,4,2
11/12/21,8,-,-,Back to the Outback,Movie,Yes,"Dec 10, 2021",1,3,Yes,-1,NA
11/12/21,6,5,9,Cocomelon,TV Show,,"Jun 1, 2020",396,1387,No,5,9
11/12/21,7,7,-,Law Abiding Citizen,Movie,,"Dec 16, 2018",3,12,No,7,NA
11/12/21,2,2,2,Lost in Space,TV Show,Yes,"Apr 13, 2018",10,92,Yes,2,2
11/12/21,4,1,1,Money Heist,TV Show,Yes,"Dec 20, 2017",33,222,Yes,1,1
11/12/21,5,4,-,Peter Rabbit 2,Movie,,"Dec 9, 2021",2,13,No,4,NA
11/12/21,10,-,-,Red Notice,Movie,Yes,"Nov 12, 2021",22,160,Yes,-1,NA
11/12/21,3,3,6,The Queen of Flow,TV Show,Yes,"Nov 9, 2018",24,158,Yes,3,6
11/12/21,1,-,-,The Unforgivable,Movie,Yes,"Dec 10, 2021",1,10,Yes,-1,NA
